Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2015-05-14,AMGN,Amgen Inc,6.945,10.955,19.585,28.72,38.87,52.125,61.5,66.705,70.62,74.11,122.0604019165039,122.19604731359831,119.20444367494203,120.49301170671126,2717500.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-15,AMGN,Amgen Inc,6.985,11.04,19.75,29.025,39.385,52.75,62.175,67.41,71.34,74.84,122.34674835205078,123.30376296491535,121.8343268237463,123.03248368482363,2384600.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-18,AMGN,Amgen Inc,6.23,11.205,19.59,28.725,39.885,51.27,59.34,63.92,67.43,70.62,123.16058349609375,123.50721109744214,121.52537646794548,121.84939842130571,2153900.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-19,AMGN,Amgen Inc,6.995,10.97,19.59,28.725,39.875,52.535,61.485,66.45,70.21,73.595,123.25099182128906,123.67297919928139,122.42209132831665,123.47705977329743,1746600.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-20,AMGN,Amgen Inc,6.945,10.945,19.585,28.725,39.53,52.395,61.49,66.54,70.36,73.79,123.56749725341797,124.78071686057159,122.37688329436139,123.55996587015063,2027300.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-21,AMGN,Amgen Inc,6.2,10.8,19.585,28.725,39.6,51.65,60.165,64.965,68.62,71.925,123.4620132446289,124.13267437065747,122.69339813275094,123.22088247373472,2156600.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-22,AMGN,Amgen Inc,6.925,11.945,19.565,29.73,39.365,52.925,62.505,68.175,72.5,75.875,123.26607513427734,124.01209598118835,122.85161910821567,123.26607513427734,1636000.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-26,AMGN,Amgen Inc,5.825,11.885,19.535,29.705,40.135,52.42,61.11,66.315,70.26,73.58,119.82233428955078,122.4220986455967,119.06125068720212,121.0581594696634,4078300.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-27,AMGN,Amgen Inc,6.57,11.92,19.55,29.725,40.375,52.535,61.14,66.28,70.185,73.475,120.89989471435547,121.32188202951403,120.02577156250307,120.53819294397557,3336300.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-28,AMGN,Amgen Inc,6.975,11.95,19.565,29.72,40.295,53.295,62.48,67.97,72.16,75.44,118.57147216796875,120.26696503120016,117.42606932528484,120.26696503120016,4205300.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-05-29,AMGN,Amgen Inc,6.955,11.96,19.57,29.725,40.735,53.475,62.475,67.85,71.955,75.17,117.75008392333984,119.03866347758094,117.23767385387067,118.14946574168967,4414300.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-01,AMGN,Amgen Inc,6.85,11.81,19.33,29.4,40.37,52.995,61.92,67.245,71.33,74.53,118.33031463623047,119.06126127404234,117.1773805576809,118.75230207696816,2849800.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-02,AMGN,Amgen Inc,6.855,11.82,19.345,29.42,40.39,53.0,61.925,67.245,71.325,74.52,117.88568878173828,119.03862253984268,116.64986383522087,118.21725353539041,2497200.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-03,AMGN,Amgen Inc,6.145,11.475,19.575,29.73,40.405,52.515,61.065,66.145,70.065,73.16,118.40567779541016,118.95576776054114,117.85557633198347,118.64680855477475,2160500.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-04,AMGN,Amgen Inc,6.91,11.935,20.57,30.73,40.33,53.91,63.48,69.165,73.47,76.815,119.12906646728516,119.41541998737576,117.78021306669461,118.00628103001381,3917700.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-05,AMGN,Amgen Inc,6.91,11.94,20.575,30.74,40.365,53.965,63.545,69.24,73.55,76.9,118.49613189697266,120.11626519004419,117.57679691724034,119.43807253208372,3431100.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-08,AMGN,Amgen Inc,7.155,12.365,21.3,31.785,41.66,55.585,65.325,71.075,75.41,78.76,117.90831756591797,119.41542201592186,117.275336456507,118.53376729246492,2081700.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-09,AMGN,Amgen Inc,7.075,12.245,21.1,31.515,41.365,55.19,64.89,70.615,74.935,78.28,116.64988708496094,118.39059089028581,115.97922606259996,117.9686034827276,2766000.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-10,AMGN,Amgen Inc,6.175,11.8,20.655,29.77,41.31,52.305,60.07,64.67,68.275,71.155,117.21503448486328,117.46370806408702,113.67334182296311,115.59489052900433,5972800.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-11,AMGN,Amgen Inc,6.925,11.445,19.57,29.225,39.235,52.6,61.995,67.63,71.93,75.285,119.03114318847656,119.7922269796449,117.88574031108791,118.9934632684926,3633400.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-12,AMGN,Amgen Inc,7.075,11.72,20.06,29.995,40.365,54.005,63.56,69.25,73.57,76.94,117.64458465576172,118.86534723442263,116.80814111965712,118.48102819186632,2398100.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-15,AMGN,Amgen Inc,7.295,12.085,20.675,30.89,41.53,55.465,65.18,70.92,75.27,78.645,117.62950134277344,117.83295215510198,115.72301522380964,116.61220128795514,2585200.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-16,AMGN,Amgen Inc,7.25,12.015,20.56,30.74,41.365,55.26,64.95,70.68,75.025,78.395,117.72743225097656,118.16449381494164,116.86838338340156,117.4109417732691,1723300.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-17,AMGN,Amgen Inc,7.415,12.295,21.055,31.48,42.365,56.525,66.355,72.14,76.5,79.875,117.2903823852539,118.29260808043279,116.71015553406572,118.2021855058669,3008600.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-18,AMGN,Amgen Inc,6.975,11.96,20.58,30.73,41.67,54.145,62.92,68.18,72.225,75.4,120.65879821777344,121.14861414268927,117.78776561315635,117.80283987963126,3454500.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-19,AMGN,Amgen Inc,6.935,12.45,20.575,28.7,41.385,52.88,60.975,65.785,69.535,72.525,121.11090850830078,122.24876817216624,120.39503622975514,120.666315477217,5182000.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-22,AMGN,Amgen Inc,6.915,11.995,19.845,27.89,40.395,51.845,59.99,64.895,68.73,71.8,122.2412109375,123.02489998759921,121.66097265625001,121.78907512125221,1926600.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-23,AMGN,Amgen Inc,6.94,11.98,20.615,30.77,40.9,54.09,63.5,69.16,73.49,76.89,121.84187316894531,123.2058009915712,121.35205727520025,123.16812107692994,2451800.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-24,AMGN,Amgen Inc,6.95,13.5,21.615,30.75,42.91,54.03,61.985,66.725,70.435,73.405,120.48545837402344,121.9548828348013,120.02579108133972,121.72128349722813,2522600.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-25,AMGN,Amgen Inc,7.94,12.975,21.595,31.75,43.76,56.43,65.47,70.885,75.035,78.3,119.63398742675781,121.20137796287499,119.07636595120825,121.18631519206977,2411400.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-26,AMGN,Amgen Inc,7.915,12.94,21.535,31.65,43.615,56.245,65.26,70.66,74.805,78.06,119.07630920410156,120.41008817753111,118.48099659034666,120.1237461908131,3537900.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-29,AMGN,Amgen Inc,8.315,13.61,22.655,33.29,45.92,57.455,65.6,71.57,76.155,79.775,114.23853302001953,119.03112609707313,114.1104190108102,118.02890016055251,4784800.0,5033.0,4000.0,2079.0,2603.0,1623.0,2864.0,27118.0,68952.0,30341.0,26506.0,1482.0,524.0,118.0,-867.0,765.0,1.75,2.11,770.0,79.48,51.72,41.31,37.27,13.49,32.25,6.45,23.18,8.4,13.73,5033.0,2079.0,2603.0,1623.0,2.11,760.4,44.0,53.37,114.47,8.25,270.18,0.63,37.01,121152.47,30341.0,27118.0,124375.47,0.3,30.41,9.2,2.76,25.41,0.91,23.18,0.63,14.53,5.53,5.11,0.42,8.13,45.02,4.75,77.02,1.54,236.96,204.96
2015-06-30,AMGN,Amgen Inc,8.145,13.35,22.23,32.7,45.16,56.565,64.655,70.6,75.18,78.805,115.68533325195312,116.21281747537087,114.17068601963983,115.47433956258602,3893300.0,5370.0,4281.0,2157.0,2676.0,1653.0,3795.0,29993.0,71209.0,31952.0,27484.0,2814.0,519.0,-93.0,931.0,2079.0,1.82,2.15,768.0,79.72,49.83,40.17,37.19,17.23,30.78,7.12,22.42,8.26,13.23,5370.0,2157.0,2676.0,1653.0,2.15,759.1,44.87,53.76,116.26,7.79,270.18,1.0,0.0,116724.89,31952.0,29993.0,118683.89,0.3,31.28,9.23,2.71,25.05,0.9,22.42,0.63,14.21,5.48,5.1,0.43,7.58,48.26,5.01,73.12,1.74,210.71,185.84
2015-07-01,AMGN,Amgen Inc,6.945,13.485,21.605,30.74,45.935,55.275,61.955,66.94,70.88,74.07,116.7930908203125,117.36578650593039,115.6175394156803,116.75541090058697,2299100.0,5370.0,4281.0,2157.0,2676.0,1653.0,3795.0,29993.0,71209.0,31952.0,27484.0,2814.0,519.0,-93.0,931.0,2079.0,1.82,2.15,768.0,79.72,49.83,40.17,37.19,17.23,30.78,7.12,22.42,8.26,13.23,5370.0,2157.0,2676.0,1653.0,2.15,759.1,44.87,53.76,116.26,7.79,270.18,1.0,0.0,116724.89,31952.0,29993.0,118683.89,0.3,31.28,9.23,2.71,25.05,0.9,22.42,0.63,14.21,5.48,5.1,0.43,7.58,48.26,5.01,73.12,1.74,210.71,185.84
